id,label,mail
2684,0,"Subject: attached is the march , 2001 availability schedule for devon .
please call me at 405 - 228 - 4298 if you
march 2001 devon availabilities .
if anyone receives this that should not , please let me know and i will remove
from distribution .
thanks ,
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 02 / 21 / 2001 09 : 20
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
02 / 21 / 2001 09 : 45 am
to :
cc :
subject : attached is the march , 2001 availability schedule for devon . please
call me at 405 - 228 - 4298 if you
attached is the march , 2001 availability schedule for devon . please call me
at 405 - 228 - 4298 if you have any questions .
- enronavailso 301 . xls"
2685,0,"Subject: procedure for adding new capacity tickets for multi - desk service
utilization
in order to provide the ability to track transport expense by desk , sitara
was modified to allow multiple transport capacity tickets for the same
service contract provided that they are for different desks and only one is
tagged as "" primary "" . here is the procedure for setting up new capacity
tickets to reflect the "" other "" desks :
a . you will probably first notice this via a warning / error message in path
manager when building a new path . the message will read something like
"" source / destination 123456 for desk imct does not match service contract 3434
and will be removed . ""
b . make note of the deal number in the service list of the service contract
that you were using in the new path .
c . open that transport capacity deal in sitara . then hit copy .
d . on the new deal :
change the buyer from the old desk to the new desk that matches the supply
or market deal that you are pathing with . if it a contract for which we are
agent , then don ' t change the buyer but instead change the agent to the new
desk . the "" primary "" deal will carry the actual agent .
changing the buyer causes the contract field to get blanked out . re - select
the contract .
just above the various exchange line items is a primary deal check box .
un - check it .
on each exchange line item , change the mdq to zero and for any negotiated
rates , uncheck them as well . the "" primary "" deal will carry the mdq and
any negotiated demand , commodity or fuel .
hit release .
e . you may need to re - retrieve path manager . you should see the deal number
in the service list now read "" multiple "" . right - click / service deals will list
the specific deals .
f . re - build the path as you originally desired . the warning / error message
should not appear again .
this could occur for any combination of desk and service contract .
please file this in your "" call dave if i can ' t find this "" folder .
thanks , d . n ."
2686,0,"Subject: hpl nom for march 22 , 2001
( see attached file : hplno 323 . xls )
- hplno 323 . xls"
2687,0,"Subject: wellhead adjustments
the attached spreadsheet reflects adjustments to wellhead meters effective 3 / 16 / 01 . the nominations were changed to volumes in the "" to "" column .
bob"
2688,0,"Subject: meter 984132 for 1 / 16 / 99
daren ,
below is volume management ' s answers to gary ' s questions .
i ' m now awaiting on an e - mail from gary as to the direction that he is going
to take . i will follow suit according to his instructions .
should you come aboard , i ' ll await your decision as well .
again , thanks .
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 08 / 23 / 2000 02 : 19
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack 08 / 22 / 2000 02 : 07 pm
to : jackie young / hou / ect @ ect , karen lindley / corp / enron @ enron
cc : gary w lamphier / hou / ect @ ect
subject : meter 984132 for 1 / 16 / 99
here is the issue for 1 / 16 / 99 at meter 984132 .
20 , 000 mmbtu were confirmed for adonis in pops . 10 , 000 mmbtu on day 5 and
day 16 . day 16 is not valid for deal 51862 ( track id 6155 ) , which is where
10 , 000 was confirmed . the actual sale to adonis was 10 , 000 which was
invoiced and paid by adonis . we are trying to clear the feedback error
report . my question is why was 10 , 000 confirmed on 1 / 16 / 99 if the date is
not valid for the deal ?
when karen allocates the actual 10 , 000 it is prorating 5 , 000 for each day
that is confirmed ( the 5 th and 16 th ) .
should the whole 10 , 000 be allocated to the 5 th or should 5 , 000 be allocated
to each day ? if 5 , 000 should be allocated to each day , the 16 th needs to be
added to the deal ."
2689,0,"Subject: re : cornhusker
i meant to copy you guys on this
- - - - - forwarded by sandi m braband / hou / ect on 10 / 10 / 2000 02 : 06 pm - - - - -
sandi m braband
10 / 10 / 2000 09 : 54 am
to : garrick hill / hou / ect @ ect
cc : dan lyons / hou / ect @ ect
subject : re : cornhusker
rick ,
bob hall , daren farmer and i met on thursday regarding the fee - - i have a very
rough draft done and my plan is to revise and edit today and tomorrow .
however , i spoke with dan lyons yesterday regarding some issues with the
supply contracts that concerned me and he agrees that we need to look into
them further . in addition , bob hall , daren and i thought we might could use a
brief tutorial on the structure of the transaction generally , the parties
involved and their correct legal names and their relationship to enron . dan
lyons has volunteered to give us that tutorial but will not be available
until early next week when he and i will meet to discuss the supply contract
issues as well . call me if you have any questions - -
sandi
ext . 35465
garrick hill
10 / 10 / 2000 07 : 54 am
to : sandi m braband / hou / ect @ ect , daren j farmer / hou / ect @ ect , john
griffith / corp / enron @ enron
cc : charles ward / corp / enron @ enron , john king / hou / ect @ ect , mike
mazowita / corp / enron @ enron
subject : cornhusker
where are we on the gas agreement for the cleburne plant ?"
2690,0,"Subject: work distribution
logistics has made the following changes :
bob cotten - will handle the wellhead portfolio ( currently handled by tom
acton )
tom acton - will handle gulf energy , entex , copano , sempra , and the rest of
george grant ' s desk
mark mccoy - will handle oasis activity , midcon , wgr , lonestar , trunkline
jackie young - will handle exxon katy ( from susan )
sabrae zajac - anadarko , conoco , tejas , coral , corpus christi , dynegy , and
imbalance reports
thanks , pat"
2691,0,"Subject: desk summary report
the cpr report named desk summary is currently being reviewed for an
upgrade . i have been told that this report is used during bidweek to check
positions on a particular pipe ( for a particular zone ) . if you do not need
additional data , this report could very easily be added to the report
selection in the sitara reporting application . if anyone would like to see
more detailed information on the report , please let me know . there may be a
report that is already in production that they can access .
please let me know if the format currently in cpr is sufficient as soon as
possible .
chao !"
2692,1,"Subject: looking for medication ? we ` re the best source .
it is difficult to make our material condition better by the best law , but it is easy enough to ruin it by bad laws .
excuse me . . . : ) you just found the
best and simpliest site for
medication on the net . no perscription , easy
delivery .
private , secure , and easy .
better see rightly on a pound a week than squint on a million .
we ` ve got
anything that you will ever want .
erection treatment pills , anti - depressant pills , weight loss , and
more ! http : / / splicings . bombahakcx . com / 3 /
knowledge and human power are synonymous .
only high - quality stuff for low rates !
100 % moneyback guarantee !
there is no god , nature sufficeth unto herself in no wise hath she need of an author ."
2693,0,"Subject: calpine daily gas nomination
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc"
2694,1,"Subject: crony vicodin francis
absolutely the cheapest gen . eric dr . ugs from canada
to be taken off :
"
2695,0,"Subject: good answer
"" . . . if my people , who are called by my name , will humble themselves and
pray and seek my face and turn from their wicked ways , then will i hear
from heaven and will forgive their sin and will heal their land . "" - 2
chronicles 7 : 14
bryant gumbel recently interviewed billy graham ' s daughter .
gumbel : "" why didn ' t god stop this or do something about this ? ""
billy graham ' s daughter : "" for years we have told god we didn ' t want
him in our schools . we didn ' t want him in our government and we
didn ' t want him in our finances and god was being a perfect gentleman in
doing just what we asked him to do . we need to make up our mind - do
we want god or do we not want him . we cannot just ask him in when
disaster strikes . ""
bryant gumbel was silent .
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
bob burgess
talon consulting , inc .
713 - 394 - 2259
= = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ? easy unsubscribe click here : http : / / topica . com / u / ? a 84 vnf . a 9 ivhm ? or send an email to : brcc . yf - unsubscribe @ topica . com ? this email was sent to : dfarmer @ enron . com ? ? t o p i c a - - register now to manage your mail ! ? http : / / www . topica . com / partner / tago 2 / register ? = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ="
2696,0,"Subject: re : new production - sitara deals needed
vance ,
deal # 327963 has been killed in sitara . it did not happen .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 07 / 12 / 2000 01 : 05
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 07 / 11 / 2000 08 : 51 pm
to : vance l taylor / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , o ' neal d winfree / hou / ect @ ect , hillary
mack / corp / enron @ enron , lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect ,
heidi withers / hou / ect @ ect , susan smith / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : re : new production - sitara deals needed
vance ,
deal tickets , as noted below , have been created and entered in sitara .
bob
vance l taylor
07 / 11 / 2000 09 : 18 am
to : robert cotten / hou / ect @ ect
cc : hillary mack / corp / enron @ enron , lisa hesse / hou / ect @ ect , trisha
hughes / hou / ect @ ect , heidi withers / hou / ect @ ect , susan smith / hou / ect @ ect ,
donald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : new production - sitara deals needed
bob ,
the following production is now on - line and a ticket should be created and
entered into sitara based on the following :
counterparty deal # meter volumes price period
cokinos natural gas co . 327963 9842 2 , 800 mmbtu / d 96 % gas daily 7 / 6
- 7 / 31
upstream energy services 327964 9844 150 mmbtu / d 100 % gas daily less
$ 0 . 14 7 / 8 - 7 / 31
fyi , susan will create and submit committed reserves firm tickets for the
remaining term of the deal beginning with the month of august . additionally ,
these are producer svcs . deals and should be tracked in the im wellhead
portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353"
2697,0,"Subject: re : noms / actual flow for 03 / 20 / 01
we agree with the nominations .
"" eileen ponton "" on 03 / 21 / 2001 11 : 08 : 26 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual flow for 03 / 20 / 01
nom mcf mmbtu
50 , 000 46 , 771 48 , 034
btu = 1 . 027"
2698,0,"Subject: galleryfurniture . com bowl
enron is proud to be a major sponsor of the galleryfurniture . com bowl !
don ' t miss your chance to witness college football history , as bowl fever
hits the city of houston with the inaugural galleryfurniture . com bowl game
wednesday , december 27 , 2000 at the houston astrodome . this is your
opportunity to see the big xii conference face off against conference usa !
this friday , december lst at the big e ' caf , , community relations will be
selling discounted tickets for $ 8 to all enron employees from 11 : 30 am - 1 : 00
pm ( no limit ) .
the purchase of a game ticket will also make a difference in the lives of
thousands . all proceeds from ticket sales will go to aids foundation houston
( afh ) investment of a lifetime program , which benefits houstonians with life
threatening illnesses .
everyone who purchases a ticket friday will also receive a coupon for a
complimentary chick - fil - a sandwich , and will have the opportunity to pick - up
free bowl game merchandise the from the galleryfurniture . com bowl promotion
truck . in addition , gallery furniture will have a special offer to enron
employees to register to win a brand new 36 - inch color tv !
don ' t miss out on all the exciting action and being a part of houston bowl
fever !"
2699,1,"Subject: toshiba manufacturer refurbished notebooks
toshiba manufacturer
refurbishednotebooks
computron will remain closed on dec
2 nd on the occasion of uae national
day
deals of the week ( about refurbished
- please see
below )
toshiba satellite
model
part no . #
processor
ram
hdd
drive
screen
o / s
nic
wireless
condition
prices
a 45 - sl 202
psa 40 u - 06 fv 36
celeron 2 . 6 g
256
40
dvd / cdrw
15 xga
xpp
10 / 100
refurb / 90 days
$
875 . 00
a 65 - sl 26
psa 60 u - 02 kol 5
celeron 2 . 8 g
256
60
dvd / cdrw
15 xga
xph
10 / 100
wifi
refurb / 90 days
$
895 . 00
a 45 - sl 51
psa 40 u - 0 clsnvb
p 4 2 . 8 g
512
60
dvd / cdrw
15 xga
xph
10 / 100
wifi
refurb / 90 days
$ 1080 . 00
a 75 - s 206
psa 70 u - 003002 b
p 4 2 . 8 g
512
60
dvd / cdrw
15 . 4 xga
xph
10 / 100
wifi
refurb / 90 days
$ 1105 . 00
a 65 - sl 065
p 4 2 . 8 g
512
60
dvd / cdrw
15 xga
xpp
10 / 100
wifi
refurb / 90 days
$ 1145 . 00
a 55 - s 306
psa 50 u - 03 to 2 e
centrinol . 5 g
256
40
dvd / cdrw
15 xga
xph
10 / 100
( 802 . 11 g ) wifi
refurb / 90 days
$ 1160 . 00
a 65 - sl 762
psa 60 u - 019017
p 4 3 . 2 g
512
60
dvd rewriter
15 xga
xph
10 / 100
( 802 . 11 b / g ) wifi
refurb / 90 days
$ 1210 . 00
a 55 - s 326
psa 50 u - 03 co 21
centrinol . 6 g
512
60
dvd rewriter
15 . 1 xga
xph
10 / 100
( 802 . 11 b / g ) wifi
refurb / 90 days
$ 1260 . 00
a 75 - s 226
p 4 3 . 06 g
512
60
dvd - rw super multi
15 . 4 wxga
xph
10 / 100
wifi
refurb / 90 days
$ 1275 . 00
pl 5 - s 420
pspl 0 u - 3 zj 97 v
p 4 3 . 0 g
512
80
dvd rewriter
15 . 4 wxga
xph
10 / 100
wifi
refurb / 90 days
$ 1290 . 00
m 35 - s 320
psm 30 u - 7100 qvb
centrinol . 5 g
512
60
dvd / cdrw
15 . 4 wxga
xph
10 / 100
wifi
refurb / 90 days
$ 1295 . 00
p 25 - s 520
psp 20 u - 3 f 68 zv
p 4 3 . 0 g
512
80
dvd rewriter
17 xga
xph
10 / 100
wifi
refurb / 90 days
$ 1360 . 00
pl 5 - s 470
pspl 0 u - 0 ggpgr
p 4 3 . 0 g
512
60
dvd rewriter
15 . 4 wxga
xpmc
10 / 100
wifi
refurb / 90 days
$ 1460 . 00
m 35 - s 456
psm 33 u - 001001
centrinol . 7 g
512
80
dvd - rw super multi
15 . 4 wxga
xph
10 / 100
( 802 . 11 g ) wifi
refurb / 90 days
$ 1560 . 00
for
arabic / french / russian . . . . . keyboards add @
$ 66 . 00
* * 56 k fax modem
standard with most models * *
all logos and
trademarks are the property of their respective
owners
refurbs save cash ! why hesitate getting the best
value by getting the exact same equipment , with original
manufacturers warranty at a much lower price .
q :
what
is considered factory refurbished ?
a : there are lots of
things that can label items factory refurbished . some are so
frivolous , its laughable . but because consumer laws prevent
manufacturers from selling anything considered factory refurbished
as "" new "" , the second consumer gets the best deal . here are a few
examples :
manufacturers /
distributors are not allowed to export outside their territory /
country .
to avoid
"" disturbing "" the dealer / reseller channel in different
countries , manufacturers and distributors cannot export the
product , as new and therefore label it as refurb .
most major retail
superstores offer a 30 - day money back guarantee on their
products and there are those consumers that just simply take
advantage of that . these items are returned to the manufacturer ,
inspected and repackaged like new .
items where the
box or casing was damaged in shipment , which are returned to the
manufacturer .
the item was
returned to the manufacturer because of a slight defect . the
part that was defective was replaced by the manufacturer , tested
and then repackaged just like new .
the item was
returned because of a minor cosmetic blemish on the casing that
was corrected .
demonstration
units are also considered factory refurbished . these units are
inspected , tested and repackaged .
the box was simply
opened . thats it !
brand new
overstocked items are also labeled factory refurbished .
all factory
refurbished products are inspected serviced by the
manufacturer then tested and repackaged to meet original product
specifications . all
merchandise is warranted by the original manufacturer
.
your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale
listing contact our sales
department .
for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works , jebel ali
duty free zone
fax + 971 4
8834454
www . computron - me . com
prices and availability subject to change without
notice .
usa -
canada u . a . e .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 7 , just follow this link :
click the link , or copy and paste the address into your browser ."
2700,0,"Subject: cleburne 11 / 00
darren :
i see the new path for the desk to desk in nov 2000 . you pathed it as a buy / sell . should it be on contract 1023 where the old path was ? we have a transport statement from txu for contract 1023 that has 21 , 309 mm .
megan
"
2701,1,"Subject: fifty dollars for office xp globe
- - - - 841134748543059864
content - type : text / html ;
charset = "" iso - 5356 - 7 ""
content - transfer - encoding : 7 bit
microsoft software at superb prices : but how ? oem software comes to you without all the bells and whistles . you don ' t get the fancy packaging or a manual . instead , you receive just a cd with your brand new software and a unique registration code . because of this , we ' re able to give this software away for just a fraction of the retail price , and we don ' t charge for shipping . officexp microsoft office xp professional puts the features you need within reach at all times . new and improved tools in access allow you to build and manage lists and databases , or analyze information from databases such as microsoft sql server . new context - sensitive smart tags pop up with options you need right when you need them . no digging through menus . tasks that once required multiple steps are just one click away with the new taskpane . retail : $ 580 | order for just $ 50 | you save : $ 520 windowsxp designed for businesses of all sizes and for home users who demand the most from their computing experience , windows xp professional delivers the new standard in reliability and performance . it includes all the great features and new visual design of windows xp home edition , plus premier security and privacy features , advanced recovery options , improved ability to connect to large networks , and much more . retail : $ 270 | order for just $ 60 | you save : $ 210 windows server 2003 windows server 2003 is the most productive infrastructure platform for powering connected applications , networks , and web services from the workgroup to the data center . easy to deploy , manage , and use , windows server 2003 helps you build a secure it infrastructure that provides a powerful application platform for quickly building connected solutions and an information worker infrastructure for enhanced communication and collaboration anytime and anywhere . retail : $ 860 | order for just $ 60 | you save : $ 800 many more titles available view our whole software catalogue mold ate flagstaffdestroy bible fumigateredhead lynchburgcarfare catalytic
- - - - 841134748543059864 - -"
2702,1,"Subject: popular software at low low prices . acceptors opulent
lie food , add down give . car general more fill , law ease past .
power again probable corn . way special caught thousand , wild ,
these . be story study does star . come quick art . more make each
beauty , mind . little west said morning . far pair sky ride
wonder . those ring cause , hill pay . keep join use protect , has .
"
2703,0,"Subject: neon lesson # 5
please respond to here is your next lesson . . . have fun ! !
- experiencing god week 5 . doc"
2704,1,"Subject: this service is provided by licensed internet pharmcy volition
enjoy lowpriced m = eds as our customer
rx meds for allergy , wt . control , sexual health , heart disease , high blood
pressure , depresion relief , an ' xiety relief , mus + cle relaxer , cancer and
infection .
meds affordable cause it is internet http : / / iwo . net . medwaftgood . com
get on the road towards internet pharamcy
take a chance on megonna do my very best and it ain ' t no lie
yeah , tell it , tell it , tell it like it t - i - is
errorbulletin aodc discusions hzol fnbcnet dnostdhdrs
you gotta move ityou gotta move it , move it , move it
"
2705,1,"Subject: 
"
2706,1,"Subject: hi !
hi ! i am looking for new friends .
my name is jane , i am from miami , fl .
see my homepage with my weblog and last webcam
photos !
see you !
"
2707,0,"Subject: enron / hpl actuals for july 12 , 2000
teco tap 10 . 000 / enron ; 65 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron"
2708,0,"Subject: calpine daily gas nomination
julie , the texas city plant will have a unit down until late friday night or
early saturday morning . i will send the weekend nomination this afternoon .
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc"
2709,0,"Subject: on call notes for weekend dated ; august 12 th thru 13 th
attached are the notes from this weekend ."
2710,0,"Subject: juvenile diabetes foundation fundraising
it is my sincere honor to once again lead the enron team in this year ' s
juvenile diabetes foundation ( jdf ) walk scheduled to take place on sunday ,
november 5 , 2000 , at the sam houston race park . i continue to serve on the
board of jdf representing enron and will be enron ' s corporate executive for
this year ' s fundraising efforts .
as many of you may already know , i am an insulin dependent diabetic myself .
even though i know how difficult this disease can be to manage with the
multiple finger pricks for blood samples and several shots each day , i cannot
imagine how difficult it is for a small child with this disease . taking
insulin does not cure the disease nor prevent the development of
complications ; insulin is simply their life support system and without it
they would die .
enron continues to be a major corporate sponsor for jdf again this year . jdf
is a very efficient organization in which approximately 84 % of all money
raised goes directly to research . enron ' s goal this year is to raise
$ 225 , 000 and we need your help . enron has been the number 1 walk team for 5
years in a row and we are not ready to give up first place ! we need team
leaders , walkers and volunteers to help us reach our goal . the theme for the
walk this year is "" knock out diabetes "" and we would like to have you join us
for this great event . the walk is truly a blast and we had about 500 enron
people participate last year and everyone enjoyed it .
if you are interested in volunteering to be a walker or a team leader , or if
you would like to make a pledge , you may call any of the steering committee
members listed below . if you are interested in being a team leader , please
contact one of the following people immediately so that you may be included
in the first important and informative training session taking place this
week .
thank you very much for your support .
mike mcconnell
steering committee members :
blanca bollom x 66091
rachel feldt x 57629
deb gebhardt x 39606
cathy phillips x 36898
john walt x 35379
debbie yates x 35305"
2711,0,"Subject: purchase and sale nominations - eastrans pipeline / carthage / fuels
cotton valley
please be advised that the eastrans delivery off hpl will not be ready until
2 / 3
at the earliest .
please 0 the nominations to eastrans at # 04604902 for 2 / 1 and 2 / 2 .
also , please 0 the nomination to p g & e for 2 / 1 and 2 / 2 at the carthage
tailgate .
the 8 , 500 mmbtu / d from fuels cotton valley # 986462 will flow for the lst and
2 nd .
therefore , the only nomination in place will be from fuels cotton valley ,
which will be a sale . we are assuming a price of hsc - $ . 05 ."
2712,0,"Subject: discrepancies in price of gas redelivered at mobil beaumont
i thought it might be easier to reply by email of the
period , volume , and price for periods when the
price for gas redelivered by duke at mobil beaumont was not
hsc monthly index - $ . 0375 ."
2713,0,"Subject: plant outage affecting "" meter # 8291 "" enron methanol
please advise me if you want the 36 . 0 / day term deal bought back for days ;
july 4 th & july 5 th .
presently , the buyback deal { # 139058 } is being allocated 35 , 261 mm for day
7 / 4 th & 35 , 903 for day 7 / 5 th .
daily flow for 7 / 4 th = 739 mm - & - 7 / 5 th = 97 mm .
the term deal of 36 . 0 mm has been bought back for july 6 th thru july 16 th ."
2714,1,"Subject: find sex - addicts in your area
there is this costless dating website packed with countless sexoholics
no gifts , no walks on the beach , just meetup to get laid : )
there are also some who want something more serious though
so if you want a one night stand , or a long term relationship , you got it ; )
whatever floats your boat pretty much !
http : / / www . cumherecomic . net
"
2715,0,"Subject: copanos changes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 06 / 2000
02 : 06 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 06 / 06 / 2000 10 : 35 : 09 am
to : "" ami chokshi ""
cc :
subject : copanos changes
( see attached file : hpl - june . xls )
- hpl - june . xls"
2716,0,"Subject: fw : 2 nd rev / hpl nom . eff . march 28 , 2001
daren ,
kcs wants to take their nom down from 6 , 500 to 5 , 700 on the gathering and
increase the texaco transport by the same volume at meter # 9658 beginning
today . are you okay with the change ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 03 / 28 / 2001 09 : 22
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 03 / 27 / 2001 03 : 52 : 45 pm
to : "" bob cotten ( e - mail ) ""
cc : "" tom acton ( e - mail ) "" , stretch brennan
, knox westmoreland
subject : fw : 2 nd rev / hpl nom . eff . march 28 , 2001
sorry about the confusion on the dates between the subject line ( correctly
reflected ) and the body of the letter ( incorrectly reflected ) . . . the change
for the "" shift "" between texaco and kcs should be march 28 , 2001 .
bob withers > zero "" net "" change
if you need additional information , kcs ' field contact is stretch brennan in
victoria : 512 / 576 - 1005 .
bob withers > <
kcs energy , inc .
5555 san felipe , suite 1200
houston , tx 77056
voice 713 - 964 - 9434 fax 713 - 877 - 1394"
2717,0,"Subject: neon discussion october 18
here ' s this weeks material . ? there ' s a handout at the end that if you want
to use it you ' ll need to make copies of . ?
?
see you ,
bobby
- neon roaring 1 . doc"
2718,0,"Subject: duke energy field 9 / 00
please add the demand charge for excess fees for 9 / 00 on sale deal 157278 in
the amount of $ 1 , 175 . 51 .
thanks ,
megan"
2719,0,"Subject: re : lindholm oil , inc .
the new sitara no . is 168509"
2720,0,"Subject: attached is the availability spreadsheet for february , 2001 . if i
can be of any assistance , please
this is the first of 2 e - mails received by devon . the second will
immediately follow .
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 01 / 24 / 2001 07 : 23
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
01 / 22 / 2001 01 : 41 pm
to :
cc :
subject : attached is the availability spreadsheet for february , 2001 . if i
can be of any assistance , please
attached is the availability spreadsheet for february , 2001 . if i can be of
any assistance , please call me at 405 . 228 . 4298 .
- enronavailso 201 . xls"
2721,1,"Subject: meet over 1 million girls sigletos
meta http - equiv = content - type content = text / html ; charset = iso - 8859 - 1
/ size = + 2 color = # 0033 ccloading . . . please wait . / fontbr / ba href = http : / / hotbabes . ishow . toimg src = http : / / www . embsy . com / banners / hp 2 . jpg border = 0 / abr
brfont size = + 2 color = # 0033 ccswingers online ! brthe hottest dating / swingers meeting place ever . brcheck us out 100 % free , you wont be dissapointed . / fontbrfont color = # ffffffhttp : / / sigletos . com our children stupid pensil arrives while their white balloon is thinking . br our odd shaped cat is angry . br her daughters white small laptop is thinking and mine white recycle bin snores . br her beautiful mobile phone stands - still . br their golden well - crafted laptop snores and our red glasses walks . br whose round - shaped binocyles smells . br any red baby stares . br their soft white forg makes sound . br a bluish computer stinks and perhaps our fancy door fidgeting . br any given purple well - crafted red caw arrives . br whose small ram is angry . br their little cat stinks as soon as a odd shaped laptop fidgeting . br our children expensive small laptop spit as soon as her daughters golden glasses run . brbr sigletos @ iit . demokritos . gr / font / center / body / html
"
2722,0,"Subject: cornhusker
thanks for following up on this .
i think we ' re generally there in terms of the commercial terms , but need to
think through just a few issues related to our plans for the asset .
i ' d suggest we meet on thursday as i believe the asset manager ( mike
mazowita ) will be here in houston . in addition to john ' s list of attendees ,
chuck ward , john king and i should be in the meeting . i ' ll ask tina tennant
to corrdinate .
rh
- - - - - - - - - - - - - - - - - - - - - - forwarded by garrick hill / hou / ect on 09 / 26 / 2000 04 : 56
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sandi m braband on 09 / 26 / 2000 01 : 27 pm
to : garrick hill / hou / ect @ ect
cc : dan lyons / hou / ect @ ect
subject : cornhusker
rick ,
just following up my voicemail to you yesterday - - - john griffith has
contacted me regarding the gas management agreement relating to the
cornhusker transaction . when dan was in my office several weeks ago , we spoke
with you and it appeared that some of the financial terms of the gas
management agreement were yet to be worked out - - has that occurred yet ? do you
know the details of the extension on the transition agreement ? are you
available to meet on this in the next day or two and is there anyone else you
think should be included ? ( john griffith has asked to be included and
suggests darren farmer and bob hall be present as well ) - - please let me know
thank you ,
sandi
ext . 35465"
2723,0,"Subject: hpl nom change for june 9 , 2000 revision # 1
taking the texoma and the ls hpl - katy to zero effective at
4 : 00 pm today .
thanks .
tim
( see attached file : hplo 609 . xls )
- hplo 609 . xls"
2724,0,"Subject: re : hpl delivery meter 1520
heidi - there should be a deal ticket in sitara for this sale to engage , but
it looks as though 12 / 99 was the last month a deal was entered
( if / hsc + 1 . 00 ) . george / craig - could you guys coordinate who should be rolling
this deal or let us know if this gas should not be flowing ? heidi -
historically we ' ve been charging $ . 60 / mm for this transport .
enron north america corp .
from : heidi withers 04 / 19 / 2000 10 : 27 am
to : lauri a allen / hou / ect @ ect
cc :
subject : hpl delivery meter 1520
i am finding flow out there on hpl 215 for meter 1520 ( tx city coastal
states ) starting 4 / 1 / 00 ( actually , no volume was scheduled but looks like it
has been allocated since march 1 ) . did you want a premium rate for this ?"
2725,1,"Subject: important message - manager
you gape for ejaculating like you had seen in porno films . now you have chance to do it ! become stronger - show your volume !
worried it won ' t work ? don ' t be afraid !
delete me : http : / / braggart . cc . revetments . net / rm . php ? gall 2
"
2726,0,"Subject: enron actuals for june 26 , 2000
teco tap 20 . 000 / enron ; 5 . 833 / hpl iferc ; 94 . 167 / hpl gas daily
ls hpl lsk ic 30 . 000 / enron"
